az,el
223.501844359,7.69840712839
223.998155641,7.69840712839
223.313102805,7.68167186428
224.186897195,7.68167186428
222.837688154,7.59758369955
224.662311846,7.59758369955
221.507103253,6.99422351241
225.992896747,6.99422351241
221.151322865,6.7114320848
226.348677135,6.7114320848
221.049061161,6.61669372004
226.450938839,6.61669372004
219.968149428,4.77553150402
227.531850572,4.77553150402
219.885073903,4.37127806676
227.614926097,4.37127806676
